Algorithm,Log Source,Log,Window Size,SW Step Size,Min Adaptive Window,Max Adaptive Window,ADWIN Step Size,P-Value,Complete-Window Size,Detection-Window Size,Stable Period,MRID,Epsilon,Detected Changepoints,Actual Changepoints for Log,F1-Score,Average Lag,Duration,Duration (Seconds),pen_scale
Process Graph Metrics,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence_2,,,100,600,,0.0001,,,,,,[1043],"[999, 1999]",0.666666667,44,0:00:17,17,
Martjushev ADWIN J,Ostovar,Composite_IRO_output_IRO,,,100,600,20,0.4,,,,,,"[941, 1946]","[999, 1999]",1,55.5,0:09:16,556,
Martjushev ADWIN WC,Ostovar,Composite_IRO_output_IRO,,,100,600,20,0.4,,,,,,[],"[999, 1999]",,,0:05:07,307,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_re,,,400,700,,0.05,,,,,,[600],[499],1,101,0:00:00,0,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_pl,,,100,600,,0.1,,,,,,[],[499],,,0:00:01,1,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise20_1000_rp,,,200,500,10,0.4,,,,,,[],[499],,,0:00:12,12,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise20_1000_rp,,,200,500,10,0.4,,,,,,[],[499],,,0:00:07,7,
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_ROI,,,200,400,,0.005,,,,,,[477],[499],1,22,0:00:02,2,
Martjushev ADWIN J,Ostovar,Atomic_Loop_output_Loop,,,100,700,10,0.4,,,,,,"[961, 1928]","[999, 1999]",1,54.5,0:07:01,421,
Martjushev ADWIN WC,Ostovar,Atomic_Loop_output_Loop,,,100,700,10,0.4,,,,,,[],"[999, 1999]",,,0:05:01,301,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_pl,,,100,600,,0.05,,,,,,[],[499],,,0:00:01,1,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_IOR,,,300,700,,0.05,,,,,,[655],[499],1,156,0:00:00,0,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_pl,,,200,600,,0.005,,,,,,[],[499],,,0:00:01,1,
Process Graph Metrics,Ostovar,Atomic_Substitute_output_Substitute_2,,,200,500,,0.1,,,,,,"[992, 2135]","[999, 1999]",1,71.5,0:00:24,24,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_OIR,,,300,600,,0.0001,,,,,,[551],[499],1,52,0:00:07,7,
Process Graph Metrics,Ostovar,Nested_OIR_output_OIR,,,300,500,,0.0001,,,,,,"[1148, 2044]","[999, 1999]",1,97,0:00:11,11,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise10_1000_OIR,,,300,700,20,0.4,,,,,,[449],[499],1,50,0:00:11,11,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise10_1000_OIR,,,300,700,20,0.4,,,,,,[],[499],,,0:00:06,6,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise10_1000_re,,,300,700,20,0.4,,,,,,[319],[499],1,180,0:00:05,5,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise10_1000_re,,,300,700,20,0.4,,,,,,[],[499],,,0:00:03,3,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise5_1000_ROI,,,100,700,20,0.4,,,,,,[359],[499],1,140,0:00:10,10,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise5_1000_ROI,,,100,700,20,0.4,,,,,,[],[499],,,0:00:06,6,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_re,,,200,500,,0.1,,,,,,[521],[499],1,22,0:00:02,2,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise20_1000_pl,,,200,500,50,0.4,,,,,,[],[499],,,0:00:08,8,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise20_1000_pl,,,200,500,50,0.4,,,,,,[],[499],,,0:00:04,4,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise5_1000_cd,,,300,600,20,0.4,,,,,,[],[499],,,0:00:05,5,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise5_1000_cd,,,300,600,20,0.4,,,,,,[],[499],,,0:00:03,3,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_lp,,,200,600,,0.05,,,,,,[471],[499],1,28,0:00:01,1,
Martjushev ADWIN J,Ostovar,Nested_ROI_output_ROI_5,,,100,600,50,0.4,,,,,,"[899, 1800]","[999, 1999]",1,149.5,0:07:44,464,
Martjushev ADWIN WC,Ostovar,Nested_ROI_output_ROI_5,,,100,600,50,0.4,,,,,,[],"[999, 1999]",,,0:04:43,283,
Process Graph Metrics,Ostovar,Nested_ORI_output_ORI_2,,,300,400,,0.05,,,,,,"[973, 2121]","[999, 1999]",1,74,0:00:18,18,
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_IOR,,,300,500,,0.05,,,,,,[654],[499],1,155,0:00:01,1,
Martjushev ADWIN J,Ostovar,Nested_RIO_output_RIO,,,300,600,50,0.4,,,,,,"[961, 1975]","[999, 1999]",1,31,0:10:34,634,
Martjushev ADWIN WC,Ostovar,Nested_RIO_output_RIO,,,300,600,50,0.4,,,,,,[],"[999, 1999]",,,0:05:13,313,
Martjushev ADWIN J,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence_2,,,300,500,20,0.4,,,,,,"[964, 1870]","[999, 1999]",1,82,0:08:39,519,
Martjushev ADWIN WC,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence_2,,,300,500,20,0.4,,,,,,[],"[999, 1999]",,,0:05:11,311,
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_OIR,,,200,500,,0.1,,,,,,[482],[499],1,17,0:00:08,8,
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_rp,,,400,400,,0.005,,,,,,[600],[499],1,101,0:00:00,0,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise20_1000_cb,,,200,600,20,0.4,,,,,,[439],[499],1,60,0:00:06,6,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise20_1000_cb,,,200,600,20,0.4,,,,,,[],[499],,,0:00:05,5,
Process Graph Metrics,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval_2,,,100,700,,0.1,,,,,,[1075],"[999, 1999]",0.666666667,76,0:02:20,140,
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_pl,,,400,700,,0.05,,,,,,[],[499],,,0:00:01,1,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise5_1000_ROI,,,100,600,10,0.4,,,,,,[359],[499],1,140,0:00:11,11,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise5_1000_ROI,,,100,600,10,0.4,,,,,,[],[499],,,0:00:06,6,
Process Graph Metrics,Ostovar,Atomic_Frequency_output_Frequency,,,100,600,,0.005,,,,,,"[1035, 2010]","[999, 1999]",1,23.5,0:00:57,57,
Martjushev ADWIN J,Ostovar,Nested_ORI_output_ORI,,,200,400,50,0.4,,,,,,"[924, 1950]","[999, 1999]",1,62,0:08:55,535,
Martjushev ADWIN WC,Ostovar,Nested_ORI_output_ORI,,,200,400,50,0.4,,,,,,[],"[999, 1999]",,,0:04:39,279,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise0_1000_sw,,,300,500,20,0.4,,,,,,[],[499],,,0:00:07,7,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise0_1000_sw,,,300,500,20,0.4,,,,,,[],[499],,,0:00:02,2,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_pm,,,100,500,,0.05,,,,,,[918],[499],,,0:00:19,19,
Process Graph Metrics,Ostovar,Composite_ORI_output_ORI_2,,,300,700,,0.0001,,,,,,"[985, 1953]","[999, 1999]",1,30,0:03:00,180,
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_ROI,,,100,700,,0.05,,,,,,[478],[499],1,21,0:00:02,2,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_cd,,,400,500,,0.005,,,,,,[],[499],,,0:00:00,0,
Martjushev ADWIN J,Ostovar,Nested_RIO_output_RIO_5,,,200,600,50,0.4,,,,,,"[899, 1875]","[999, 1999]",1,112,0:12:14,734,
Martjushev ADWIN WC,Ostovar,Nested_RIO_output_RIO_5,,,200,600,50,0.4,,,,,,[],"[999, 1999]",,,0:06:01,361,
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_re,,,100,700,,0.0001,,,,,,[541],[499],1,42,0:00:06,6,
Martjushev ADWIN J,Ostovar,Nested_ROI_output_ROI_2,,,100,600,20,0.4,,,,,,"[899, 1760]","[999, 1999]",0.5,100,0:09:22,562,
Martjushev ADWIN WC,Ostovar,Nested_ROI_output_ROI_2,,,100,600,20,0.4,,,,,,[],"[999, 1999]",,,0:05:10,310,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_sw,,,300,400,,0.05,,,,,,[642],[499],1,143,0:00:01,1,
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_ROI,,,300,400,,0.0001,,,,,,[496],[499],1,3,0:00:01,1,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise20_1000_re,,,100,500,10,0.4,,,,,,[319],[499],1,180,0:00:05,5,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise20_1000_re,,,100,500,10,0.4,,,,,,[],[499],,,0:00:03,3,
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_sw,,,300,700,,0.0001,,,,,,[],[499],,,0:00:00,0,
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_cp,,,200,400,,0.05,,,,,,[455],[499],1,44,0:00:01,1,
Process Graph Metrics,Ostovar,Atomic_SerialMove_output_SerialMove,,,200,400,,0.05,,,,,,[],"[999, 1999]",,,0:00:11,11,
Process Graph Metrics,Ostovar,Nested_IOR_output_IOR,,,100,600,,0.05,,,,,,"[947, 1409, 1675, 1959]","[999, 1999]",0.666666667,46,0:00:20,20,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_ROI,,,200,400,,0.005,,,,,,[473],[499],1,26,0:00:01,1,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise5_1000_RIO,,,400,600,10,0.4,,,,,,[],[499],,,0:00:05,5,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise5_1000_RIO,,,400,600,10,0.4,,,,,,[],[499],,,0:00:02,2,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise0_1000_lp,,,400,600,10,0.4,,,,,,[399],[499],1,100,0:00:07,7,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise0_1000_lp,,,400,600,10,0.4,,,,,,[],[499],,,0:00:03,3,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise15_1000_cp,,,300,400,10,0.4,,,,,,[449],[499],1,50,0:00:06,6,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise15_1000_cp,,,300,400,10,0.4,,,,,,[],[499],,,0:00:05,5,
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_cb,,,200,400,,0.05,,,,,,[531],[499],1,32,0:00:00,0,
Martjushev ADWIN J,Ostovar,Composite_IOR_output_IOR_5,,,300,400,50,0.4,,,,,,"[1199, 1900]","[999, 1999]",1,149.5,0:06:27,387,
Martjushev ADWIN WC,Ostovar,Composite_IOR_output_IOR_5,,,300,400,50,0.4,,,,,,[],"[999, 1999]",,,0:03:37,217,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise10_1000_sw,,,200,500,50,0.4,,,,,,[],[499],,,0:00:05,5,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise10_1000_sw,,,200,500,50,0.4,,,,,,[],[499],,,0:00:03,3,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_RIO,,,200,700,,0.0001,,,,,,[],[499],,,0:00:00,0,
Martjushev ADWIN J,Ostovar,Atomic_ConditionalRemoval_output_ConditionalRemoval_2,,,300,500,10,0.4,,,,,,[],"[999, 1999]",,,0:08:53,533,
Martjushev ADWIN WC,Ostovar,Atomic_ConditionalRemoval_output_ConditionalRemoval_2,,,300,500,10,0.4,,,,,,[],"[999, 1999]",,,0:06:00,360,
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_cb,,,100,600,,0.1,,,,,,[540],[499],1,41,0:00:00,0,
Process Graph Metrics,Ostovar,Composite_IRO_output_IRO,,,300,700,,0.0001,,,,,,"[1061, 2201]","[999, 1999]",0.5,62,0:00:57,57,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise10_1000_cf,,,300,400,20,0.4,,,,,,[319],[499],1,180,0:00:05,5,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise10_1000_cf,,,300,400,20,0.4,,,,,,[],[499],,,0:00:03,3,
Process Graph Metrics,Ostovar,Composite_OIR_output_OIR,,,200,700,,0.1,,,,,,"[1036, 2041]","[999, 1999]",1,39.5,0:01:31,91,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_lp,,,300,700,,0.1,,,,,,"[469, 1216]",[499],0.666666667,30,0:00:08,8,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_RIO,,,400,700,,0.1,,,,,,[600],[499],1,101,0:00:00,0,
Process Graph Metrics,Ostovar,Composite_ROI_output_ROI_2,,,400,600,,0.0001,,,,,,"[1041, 2104]","[999, 1999]",1,73.5,0:00:53,53,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise10_1000_re,,,200,400,20,0.4,,,,,,[319],[499],1,180,0:00:08,8,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise10_1000_re,,,200,400,20,0.4,,,,,,[],[499],,,0:00:04,4,
Process Graph Metrics,Ostovar,Nested_IRO_output_IRO_2,,,400,400,,0.005,,,,,,"[955, 1900]","[999, 1999]",1,71.5,0:00:25,25,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_cp,,,100,400,,0.0001,,,,,,[],[499],,,0:00:29,29,
Martjushev ADWIN J,Ostovar,Composite_RIO_output_RIO_2,,,300,700,20,0.4,,,,,,"[869, 2000]","[999, 1999]",1,65.5,0:09:27,567,
Martjushev ADWIN WC,Ostovar,Composite_RIO_output_RIO_2,,,300,700,20,0.4,,,,,,[],"[999, 1999]",,,0:06:13,373,
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_pm,,,400,400,,0.005,,,,,,[],[499],,,0:00:01,1,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise20_1000_pm,,,400,500,50,0.4,,,,,,[499],[499],1,0,0:00:08,8,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise20_1000_pm,,,400,500,50,0.4,,,,,,[],[499],,,0:00:04,4,
Process Graph Metrics,Ostovar,Atomic_ParallelMove_output_ParallelMove_5,,,300,700,,0.0001,,,,,,[],"[999, 1999]",,,0:00:24,24,
Process Graph Metrics,Ostovar,Composite_IRO_output_IRO,,,400,600,,0.0001,,,,,,"[1054, 2119]","[999, 1999]",1,87.5,0:01:03,63,
Process Graph Metrics,Ostovar,Atomic_Substitute_output_Substitute,,,100,600,,0.05,,,,,,"[996, 1996]","[999, 1999]",1,3,0:00:20,20,
Process Graph Metrics,Ostovar,Atomic_SerialRemoval_output_SerialRemoval,,,200,600,,0.1,,,,,,"[997, 2137]","[999, 1999]",1,70,0:00:06,6,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_OIR,,,100,700,,0.0001,,,,,,[543],[499],1,44,0:00:03,3,
Process Graph Metrics,Ostovar,Nested_ORI_output_ORI_5,,,400,500,,0.005,,,,,,"[935, 2075]","[999, 1999]",1,70,0:00:18,18,
Martjushev ADWIN J,Ostovar,Nested_IRO_output_IRO_5,,,100,700,10,0.4,,,,,,"[926, 1900]","[999, 1999]",1,86,0:17:16,1036,
Martjushev ADWIN WC,Ostovar,Nested_IRO_output_IRO_5,,,100,700,10,0.4,,,,,,[],"[999, 1999]",,,0:12:17,737,
Process Graph Metrics,Ostovar,Atomic_Skip_output_Skip_2,,,200,500,,0.05,,,,,,"[988, 2062]","[999, 1999]",1,37,0:00:32,32,
Martjushev ADWIN J,Ostovar,Atomic_ParallelToSequence_output_ParallelToSequence_5,,,100,700,50,0.4,,,,,,[599],"[999, 1999]",,,0:09:30,570,
Martjushev ADWIN WC,Ostovar,Atomic_ParallelToSequence_output_ParallelToSequence_5,,,100,700,50,0.4,,,,,,[],"[999, 1999]",,,0:05:39,339,
Martjushev ADWIN J,Ostovar,Atomic_Substitute_output_Substitute,,,300,600,10,0.4,,,,,,"[961, 1880]","[999, 1999]",1,78.5,0:08:08,488,
Martjushev ADWIN WC,Ostovar,Atomic_Substitute_output_Substitute,,,300,600,10,0.4,,,,,,[],"[999, 1999]",,,0:04:59,299,
Process Graph Metrics,Ostovar,Atomic_Skip_output_Skip_2,,,200,700,,0.005,,,,,,"[1051, 2154]","[999, 1999]",1,103.5,0:01:25,85,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_re,,,100,600,,0.1,,,,,,[524],[499],1,25,0:00:05,5,
Martjushev ADWIN J,Ostovar,Nested_IOR_output_IOR_2,,,100,600,20,0.4,,,,,,"[919, 1960]","[999, 1999]",1,59.5,0:13:37,817,
Martjushev ADWIN WC,Ostovar,Nested_IOR_output_IOR_2,,,100,600,20,0.4,,,,,,[],"[999, 1999]",,,0:08:25,505,
Process Graph Metrics,Ostovar,Composite_RIO_output_RIO_2,,,300,600,,0.005,,,,,,"[1014, 2023]","[999, 1999]",1,19.5,0:00:31,31,
Martjushev ADWIN J,Ostovar,Nested_OIR_output_OIR_2,,,300,500,50,0.4,,,,,,"[999, 1900]","[999, 1999]",1,49.5,0:09:38,578,
Martjushev ADWIN WC,Ostovar,Nested_OIR_output_OIR_2,,,300,500,50,0.4,,,,,,[],"[999, 1999]",,,0:05:11,311,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_lp,,,200,600,,0.005,,,,,,[477],[499],1,22,0:00:03,3,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise20_1000_sw,,,300,600,50,0.4,,,,,,[],[499],,,0:00:08,8,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise20_1000_sw,,,300,600,50,0.4,,,,,,[],[499],,,0:00:04,4,
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_cb,,,200,600,,0.1,,,,,,[531],[499],1,32,0:00:00,0,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise0_1000_lp,,,100,700,10,0.4,,,,,,[339],[499],1,160,0:00:06,6,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise0_1000_lp,,,100,700,10,0.4,,,,,,[],[499],,,0:00:06,6,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise5_1000_sw,,,400,500,20,0.4,,,,,,[],[499],,,0:00:08,8,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise5_1000_sw,,,400,500,20,0.4,,,,,,[],[499],,,0:00:03,3,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise15_1000_lp,,,400,500,10,0.4,,,,,,[399],[499],1,100,0:00:05,5,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise15_1000_lp,,,400,500,10,0.4,,,,,,[],[499],,,0:00:03,3,
Martjushev ADWIN J,Ostovar,Composite_IRO_output_IRO_5,,,200,500,50,0.4,,,,,,"[949, 1943]","[999, 1999]",1,53,0:10:47,647,
Martjushev ADWIN WC,Ostovar,Composite_IRO_output_IRO_5,,,200,500,50,0.4,,,,,,[],"[999, 1999]",,,0:06:09,369,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_IRO,,,100,400,,0.005,,,,,,[540],[499],1,41,0:00:00,0,
Process Graph Metrics,Ostovar,Atomic_SerialRemoval_output_SerialRemoval_5,,,200,400,,0.05,,,,,,[1012],"[999, 1999]",0.666666667,13,0:00:42,42,
Process Graph Metrics,Ostovar,Nested_IRO_output_IRO_2,,,200,700,,0.1,,,,,,"[1004, 1978]","[999, 1999]",1,13,0:02:18,138,
Martjushev ADWIN J,Ostovar,Nested_OIR_output_OIR,,,400,700,10,0.4,,,,,,"[639, 1955]","[999, 1999]",0.5,44,0:08:42,522,
Martjushev ADWIN WC,Ostovar,Nested_OIR_output_OIR,,,400,700,10,0.4,,,,,,[],"[999, 1999]",,,0:05:54,354,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise0_1000_cf,,,100,600,20,0.4,,,,,,[319],[499],1,180,0:00:10,10,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise0_1000_cf,,,100,600,20,0.4,,,,,,[],[499],,,0:00:06,6,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_lp,,,200,500,,0.1,,,,,,"[463, 1087]",[499],0.666666667,36,0:00:02,2,
Process Graph Metrics,Ostovar,Atomic_Loop_output_Loop_2,,,200,500,,0.005,,,,,,"[994, 2139]","[999, 1999]",1,72.5,0:00:19,19,
Process Graph Metrics,Ostovar,Composite_ROI_output_ROI_2,,,100,400,,0.0001,,,,,,"[1014, 2164]","[999, 1999]",1,90,0:00:29,29,
Martjushev ADWIN J,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval_5,,,100,500,10,0.4,,,,,,[1959],"[999, 1999]",0.666666667,40,0:09:49,589,
Martjushev ADWIN WC,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval_5,,,100,500,10,0.4,,,,,,[],"[999, 1999]",,,0:06:24,384,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise5_1000_lp,,,300,400,50,0.4,,,,,,[349],[499],1,150,0:00:08,8,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise5_1000_lp,,,300,400,50,0.4,,,,,,[],[499],,,0:00:05,5,
Martjushev ADWIN J,Ostovar,Nested_ORI_output_ORI,,,400,400,50,0.4,,,,,,"[924, 1950]","[999, 1999]",1,62,0:09:07,547,
Martjushev ADWIN WC,Ostovar,Nested_ORI_output_ORI,,,400,400,50,0.4,,,,,,[],"[999, 1999]",,,0:04:51,291,
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_re,,,300,700,,0.1,,,,,,[521],[499],1,22,0:00:05,5,
Process Graph Metrics,Ostovar,Composite_OIR_output_OIR_5,,,200,500,,0.05,,,,,,[1017],"[999, 1999]",0.666666667,18,0:01:47,107,
Process Graph Metrics,Ostovar,Atomic_Frequency_output_Frequency,,,100,700,,0.05,,,,,,"[1015, 2145]","[999, 1999]",1,81,0:01:05,65,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_pm,,,400,600,,0.0001,,,,,,[],[499],,,0:00:01,1,
Process Graph Metrics,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval,,,400,600,,0.1,,,,,,"[1140, 2130]","[999, 1999]",1,136,0:00:09,9,
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_IRO,,,100,400,,0.0001,,,,,,[564],[499],1,65,0:00:03,3,
Process Graph Metrics,Ostovar,Composite_OIR_output_OIR_5,,,100,400,,0.1,,,,,,"[1020, 2171]","[999, 1999]",1,96.5,0:00:44,44,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_cd,,,400,700,,0.05,,,,,,[],[499],,,0:00:01,1,
Martjushev ADWIN J,Ostovar,Composite_OIR_output_OIR_5,,,300,400,10,0.4,,,,,,"[894, 1925]","[999, 1999]",1,89.5,0:08:57,537,
Martjushev ADWIN WC,Ostovar,Composite_OIR_output_OIR_5,,,300,400,10,0.4,,,,,,[],"[999, 1999]",,,0:06:52,412,
Martjushev ADWIN J,Ostovar,Composite_RIO_output_RIO_2,,,100,400,50,0.4,,,,,,"[924, 1950]","[999, 1999]",1,62,0:09:44,584,
Martjushev ADWIN WC,Ostovar,Composite_RIO_output_RIO_2,,,100,400,50,0.4,,,,,,[],"[999, 1999]",,,0:05:02,302,
Martjushev ADWIN J,Ostovar,Composite_RIO_output_RIO_2,,,300,700,10,0.4,,,,,,"[996, 1997]","[999, 1999]",1,2.5,0:10:50,650,
Martjushev ADWIN WC,Ostovar,Composite_RIO_output_RIO_2,,,300,700,10,0.4,,,,,,[],"[999, 1999]",,,0:07:46,466,
Process Graph Metrics,Ostovar,Atomic_Skip_output_Skip_2,,,100,500,,0.005,,,,,,"[996, 2068]","[999, 1999]",1,36,0:00:41,41,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_OIR,,,100,400,,0.1,,,,,,[488],[499],1,11,0:00:03,3,
Process Graph Metrics,Ostovar,Nested_IRO_output_IRO,,,300,400,,0.0001,,,,,,"[957, 1900]","[999, 1999]",1,70.5,0:00:11,11,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise10_1000_RIO,,,200,600,10,0.4,,,,,,[],[499],,,0:00:09,9,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise10_1000_RIO,,,200,600,10,0.4,,,,,,[],[499],,,0:00:05,5,
Process Graph Metrics,Ostovar,Atomic_Loop_output_Loop_5,,,300,400,,0.05,,,,,,"[995, 2143]","[999, 1999]",1,74,0:00:22,22,
Process Graph Metrics,Ostovar,Nested_OIR_output_OIR_2,,,100,400,,0.0001,,,,,,[2016],"[999, 1999]",0.666666667,17,0:00:42,42,
Process Graph Metrics,Ostovar,Composite_ROI_output_ROI_5,,,200,400,,0.1,,,,,,"[928, 2071]","[999, 1999]",1,71.5,0:00:46,46,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise5_1000_re,,,300,600,10,0.4,,,,,,[449],[499],1,50,0:00:05,5,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise5_1000_re,,,300,600,10,0.4,,,,,,[],[499],,,0:00:05,5,
Process Graph Metrics,Ostovar,Atomic_Loop_output_Loop,,,200,700,,0.0001,,,,,,"[1027, 2125]","[999, 1999]",1,77,0:00:57,57,
Process Graph Metrics,Ostovar,Atomic_Loop_output_Loop_2,,,300,600,,0.005,,,,,,[993],"[999, 1999]",0.666666667,6,0:01:05,65,
Martjushev ADWIN J,Ostovar,Atomic_Skip_output_Skip_5,,,400,600,50,0.4,,,,,,"[899, 1750]","[999, 1999]",0.5,100,0:08:43,523,
Martjushev ADWIN WC,Ostovar,Atomic_Skip_output_Skip_5,,,400,600,50,0.4,,,,,,[],"[999, 1999]",,,0:05:01,301,
Process Graph Metrics,Ostovar,Composite_ROI_output_ROI,,,300,600,,0.1,,,,,,[971],"[999, 1999]",0.666666667,28,0:00:47,47,
Process Graph Metrics,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence_5,,,300,500,,0.0001,,,,,,[1043],"[999, 1999]",0.666666667,44,0:00:49,49,
Process Graph Metrics,Ostovar,Atomic_Swap_output_Swap,,,300,700,,0.0001,,,,,,[],"[999, 1999]",,,0:00:09,9,
Process Graph Metrics,Ostovar,Nested_IOR_output_IOR_5,,,100,600,,0.1,,,,,,"[947, 1479, 1745, 2011]","[999, 1999]",0.666666667,32,0:00:45,45,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise10_1000_sw,,,200,400,50,0.4,,,,,,[],[499],,,0:00:05,5,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise10_1000_sw,,,200,400,50,0.4,,,,,,[],[499],,,0:00:02,2,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise5_1000_ROI,,,200,400,20,0.4,,,,,,[359],[499],1,140,0:00:11,11,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise5_1000_ROI,,,200,400,20,0.4,,,,,,[],[499],,,0:00:04,4,
Process Graph Metrics,Ostovar,Composite_OIR_output_OIR_5,,,300,600,,0.005,,,,,,[1024],"[999, 1999]",0.666666667,25,0:01:03,63,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise5_1000_OIR,,,100,600,50,0.4,,,,,,[449],[499],1,50,0:00:07,7,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise5_1000_OIR,,,100,600,50,0.4,,,,,,[],[499],,,0:00:03,3,
